node_id,betweenness
0,0.0015379486160766534
1,0.0
2,0.0058099630876901585
3,0.001525985390833924
4,0.005195588745164642
5,0.026984804243671952
6,0.01263418606426239
7,0.0029559480682336075
8,0.0007501980829180883
9,0.00047756563499033267
10,0.0011768217706920802
11,0.005079904996539893
12,0.004528243989941226
13,0.010797965523745076
14,0.003357467680142029
15,0.0021769619098603366
16,0.0011329826695979635
17,0.0048064130837952735
18,0.0022782725089710693
19,0.0041991844238619454
20,0.0035606981505280203
21,0.012649398528524305
22,8.844709187471804e-05
23,0.0029569832741310497
24,0.0011640216612631407
25,0.00023433930227302857
26,0.00011886437984594752
27,0.0018199660739655176
28,0.00548144894212504
29,0.001276849715384717
30,0.0021719117330587004
31,0.0004385564337422742
32,0.00012094758871778954
33,0.00014181231590066725
34,0.00014547199730437162
35,0.001657960205154744
36,0.0002270503168466949
37,0.00024025422986940248
38,0.0015391850402530763
39,0.00012253526247655623
40,0.0014083297964599228
41,0.0030300947187469228
42,0.0010905842032282414
43,1.7068123045355023e-05
44,0.011807492994911283
45,0.0015682358791597197
46,0.0021715630433751945
47,0.0008368947350686399
48,0.0019177338040683807
49,0.00021904789775917027
50,0.00015202052683278437
51,0.0029949453517681495
52,0.0016672599912973944
53,0.0005893712412100187
54,0.00044871013772699935
55,0.0011731330431654122
56,0.0003466715107247475
57,0.0018797339394578151
58,0.007339069355930423
59,0.0008965673808674853
60,0.0011060656048689336
61,0.0047432704964176136
62,0.02451110558180135
63,0.007536633652473935
64,0.01866532308007618
65,0.005845099692772579
66,0.0005916782414360202
67,3.7766232070793684e-05
68,0.0005683141988119504
69,0.003353745525349837
70,5.8446594683476524e-05
71,5.3018889195176935e-05
72,0.0009614711172471997
73,0.0006033621933388052
74,0.005409821342376096
75,0.00010505794552865026
76,0.00011386590504653264
77,0.00016139857923529863
78,0.0
79,0.0012212034582221535
80,0.002856882474940475
81,0.005359051800026723
82,0.018229609890582157
83,0.005692098145988224
84,0.008106048468921415
85,0.0017659736966245355
86,0.037432912122184775
87,0.008463876328105911
88,0.0016327844012371392
89,0.002624023116818721
90,0.0004911276775215776
91,0.001328449871956741
92,0.002632512592866353
93,0.003211465639917769
94,0.000621612883604179
95,0.0015074878770997301
96,0.010283812073512854
97,0.000356772036829967
98,0.0005133713663417438
99,0.0002462304466059289
100,0.002414155846381679
101,0.0005142058577960186
102,0.0011164858357921555
103,0.0006953926471673316
104,7.513857329397418e-05
105,0.0066995603457778
106,0.009330466439953384
107,0.02185778938072534
108,0.0025003384511946974
109,5.064052295943839e-06
110,1.0724044787477325e-05
111,3.116691047783552e-07
112,7.86165586787017e-05
113,0.004611977181231955
114,0.008372892397783223
115,0.006634177887690185
116,0.002251915306219945
117,0.00017238783002176665
118,0.00046598734764607974
119,2.5935514349450867e-05
120,0.00010499339997901257
121,0.024532102889508717
122,0.00025773114562024094
123,0.00047702572359066477
124,0.0018052396892097704
125,0.0006231561220168515
126,0.00021736275728692254
127,0.00035029008519971204
128,0.010041832893355892
129,0.015569466534401019
130,0.0
131,0.000888294453015763
132,0.0014773713147120191
133,0.004686569600485977
134,0.0016555986210412045
135,0.00023718802853324564
136,3.867254275355198e-05
137,0.004349609894768019
138,0.000506167761018862
139,0.0010417321062292759
140,0.001214777638773387
141,0.006957165636134488
142,0.0060944930361539595
143,0.0008686834816309569
144,1.625584507715688e-05
145,0.0027956385322191277
146,0.00041663640245042917
147,0.0003442855851650925
148,0.00012667413591639458
149,0.0005089888069840383
150,0.0003649346177388417
151,0.000611706908855775
152,0.0015392882338493854
153,0.00034250584272191975
154,0.00045643190642312024
155,0.003095836321766398
156,0.000723823529261229
157,0.0032847542255966854
158,0.0012944505153234325
159,0.0010220908381439145
160,0.07212078608028884
161,0.0010350344342538642
162,0.0015939788501122304
163,0.001551383209383984
164,0.0018309470230704345
165,0.0060241679661148535
166,0.013955522976033403
167,0.0015178444939590741
168,0.0027391547905693966
169,0.003954321040834162
170,0.005886270316764655
171,0.00046125902317142186
172,0.002951437703362476
173,0.0037353414433309797
174,0.0028694059868402642
175,6.179446108475464e-06
176,0.0006176946118510481
177,0.0027501278403015217
178,0.0006238418956981457
179,0.0020201756823980815
180,0.005699309329917922
181,0.0018330244188519077
182,0.000654484872596629
183,0.0149555521023646
184,0.004186860503498457
185,0.00017492361154991537
186,0.000131986741600373
187,0.00048515954880063816
188,0.0002268099996090058
189,0.0034988612053195745
190,0.00024030320079754383
191,0.00719235536785082
192,8.957198438327708e-05
193,0.00012170211025751089
194,0.00043934444475074284
195,0.00026798600679732546
196,0.0001377969101254966
197,0.0003970909084146813
198,0.0012763841842419413
199,0.0011577825395283508
200,0.0004912071735503063
201,0.0010110827197589108
202,8.028487390003961e-06
203,0.0
204,0.0001904171644811297
205,0.00021189627942112477
206,0.002414421253889522
207,0.00015876634634256624
208,8.347779177374637e-05
209,0.0040328133974957886
210,0.0023072101470443715
211,0.013691702622698783
212,0.004272577953534522
213,0.0014072510053734074
214,0.001024102505437951
215,0.006396607037113914
216,0.00029156095842995477
217,0.0011672133677824066
218,0.00154824179217912
219,1.0972767828299832e-05
220,3.2954787602975565e-05
221,0.0013314032478821216
222,0.0013711166540562006
223,0.0009695469518471047
224,2.498683240928511e-05
225,0.00013571541771792133
226,0.0012574477232949284
227,0.0
228,3.2409837295730465e-05
229,0.0013908013241226188
230,0.0022613115682909154
231,0.005999390087326362
232,0.007572667470009263
233,0.0010652556154416499
234,0.0013250947376629973
235,0.00014511700447306775
236,0.0007171535674739081
237,0.00034308715194858387
238,0.0024227792447434953
239,0.0
240,0.00011686422319281498
241,0.00022540059447777143
242,0.0015785698234048867
243,0.0018367273530450247
244,0.00034621635525870217
245,0.0008517399684983994
246,6.1030292554848894e-05
247,3.078876930446792e-05
248,0.00019013497681331245
249,0.00914498584009736
250,0.0007894187617263084
251,0.00031553759724388457
252,0.0044750142636507785
253,0.000360443568414927
254,0.0008097640220568549
255,0.0010987813048742372
256,0.0028389605329264783
257,5.871431550661135e-05
258,0.0035598473195984593
259,0.0004984679826735977
260,0.00020063663568526115
261,0.0007528633113371609
262,0.0010344447488796875
263,0.002136184347014273
264,0.0007179594548536073
265,0.0006355457433112841
266,0.00044701812199197786
267,5.306197874242764e-05
268,0.0005571992009700953
269,0.00582816700998113
270,1.1571625981046802e-05
271,0.003117955409572284
272,0.0017103062248061823
273,0.0002651590502154701
274,0.00010973073407495807
275,0.0016181209583192321
276,2.34675924556431e-06
277,5.342815178796865e-05
278,0.0009279530492202084
279,1.0663431409194066e-05
280,0.006986627134036534
281,0.0007369110501320869
282,0.006737237258433714
283,0.008272389985429519
284,0.0009136982061696886
285,0.004218128143154831
286,0.0003366880453642993
287,0.00018743751778490524
288,0.0007728907608636526
289,0.0
290,0.007096726573449757
291,0.00013149394548452674
292,0.0004904120234575202
293,6.039056589868814e-05
294,0.0001755500438702856
295,0.005008576588952545
296,0.0007091488413869776
297,0.0010613094169794814
298,0.00017736101095175617
299,0.0004507470280606479
300,0.002190436131204822
301,0.011379787356608823
302,0.00011220301688963103
303,0.0043237625784259565
304,0.0003605733541094319
305,0.0009626911148761008
306,0.004763463000669386
307,0.00014920152379325477
308,0.0004778292520138966
309,0.0007518675472048436
310,0.00022854154144915398
311,0.00042212564250529693
312,0.0004849370363361875
313,3.6634012966815794e-05
314,0.0011007418087695842
315,0.0
316,0.0021559806773261596
317,6.779960649872744e-05
318,0.0009501111763758152
319,0.0
320,0.0016189559693179927
321,0.0030189371250674674
322,0.0006591953522492115
323,0.0010109611208330223
324,0.00019413848359063033
325,0.0011645734451102736
326,0.0011760895613260921
327,0.003837989345056469
328,0.00010432161206706678
329,0.004589471054345499
330,4.345067857013837e-05
331,0.0003442024212356528
332,0.0003308610243875531
333,0.011492938932395691
334,4.510208760614508e-05
335,0.0005661653973929393
336,0.0003208423049137695
337,0.00044823718666119235
338,0.000940749783072954
339,0.0007982054197451325
340,0.007198672654265056
341,1.6526744164232942e-05
342,0.002377022907218294
343,0.00012002429426793172
344,0.00010459476252533749
345,0.0001159875725741589
346,0.00024460564296003694
347,0.0002678396660907912
348,0.0
349,0.00030614896943009833
350,0.001011773508037797
351,0.0012127614342988876
352,0.00019484603756305026
353,0.002323461244437693
354,1.9647413153199237e-05
355,0.0003161403220131113
356,0.0004679815769192812
357,0.0006117533416170089
358,0.0012061325219920138
359,0.00017827442246372494
360,0.0005407681471182696
361,0.00036786064534445487
362,0.0021092208629339636
363,0.0005199721161035343
364,3.3499859202661804e-06
365,0.0005180235527697298
366,0.005015918803192663
367,0.0020213976077157257
368,0.0017053441983209568
369,5.369030708637246e-05
370,0.0010369004733503653
371,0.002086638216106282
372,0.0002543481221474796
373,0.0006939319633544112
374,5.384969583113603e-05
375,0.0036714395458638527
376,0.0023276019836226958
377,0.016220465196907407
378,2.334583778225098e-05
379,0.002382395924835078
380,0.0014090916660337617
381,0.0012633440807273489
382,0.0
383,0.0
384,0.0
385,7.188666051730266e-05
386,0.0
387,0.0005563698937296375
388,0.00011581133190583639
389,0.0006898264530038757
390,0.0006138304332866863
391,4.364902444286373e-05
392,9.77483246575526e-05
393,0.004676379681444727
394,0.00028453034425689904
395,0.0005765992488997689
